id,name,resource,total_comments,average_completion_rate,negative,positive,neutral,num_users,course_classification
C_697152,古典文学的城市书写,53,1.0,0.655650632739341,0.0,0.0,0.0,2014,normal
C_697149,线性代数(1),122,1.0,0.655650632739341,0.0,0.0,0.0,19239,good
C_697155,品读经典：《诗经》《老子》《庄子》选粹,79,33.0,0.8565192743764173,0.0,1.0,32.0,2132,good
C_697158,AP Environmental Science - Part 3: Pollution and Resources,24,1.0,0.655650632739341,0.0,0.0,0.0,102,bad
C_697161,财务报表分析逻辑与技巧,84,1.0,0.655650632739341,0.0,0.0,0.0,7344,normal
C_697165,北大AI公开课,1,2.0,0.655650632739341,0.0,0.0,2.0,9252,normal
C_697166,线性代数(2),78,1.0,0.655650632739341,0.0,0.0,0.0,7480,normal
C_697170,FPGA设计与应用,47,1.0,0.4,0.0,0.0,0.0,806,bad
C_697172,AP Biology - Part 1: The Cell,55,1.0,0.655650632739341,0.0,0.0,0.0,195,bad
C_697176,简明线性代数,94,1.0,0.655650632739341,0.0,0.0,0.0,14473,normal
C_697179,全球化与世界空间,80,1.0,0.655650632739341,0.0,0.0,0.0,4835,normal
C_697184,程序设计基础（上）,210,1.0,0.655650632739341,0.0,0.0,0.0,5760,normal
C_697188,新闻摄影,127,12.0,0.5,2.0,5.0,5.0,30312,good
C_697195,区块链应用工程师微学位,75,1.0,0.655650632739341,0.0,0.0,0.0,96,bad
C_697208,信号与系统分析,163,1.0,0.655650632739341,0.0,0.0,0.0,5148,normal
C_697213,计算机文化基础,191,4.0,0.4223356009070294,0.0,0.0,4.0,3796,bad
C_697214,概预算软件（自主模式）,290,1.0,0.655650632739341,0.0,0.0,0.0,6082,good
C_697228,儒释道哲学的人生智慧,41,1.0,0.6136363636363636,0.0,0.0,1.0,1025,bad
C_697226,工程制图解读,67,1.0,0.655650632739341,0.0,0.0,0.0,955,normal
C_697241,普通地质学,40,1.0,0.655650632739341,0.0,0.0,0.0,590,bad
C_697270,证券投资分析,38,1.0,0.655650632739341,0.0,0.0,0.0,6037,normal
C_697267,大学计算机,168,1.0,0.0,0.0,0.0,0.0,3409,bad
C_697273,创新工场,32,1.0,0.655650632739341,0.0,0.0,0.0,404,bad
C_697272,自动驾驶汽车电子控制系统工程师训练营,204,1.0,0.655650632739341,0.0,0.0,0.0,292,normal
C_697285,环境工程微生物学,78,2.0,0.6892251252909798,0.0,0.0,2.0,1048,normal
C_697288,植物纤维化学,108,1.0,0.655650632739341,0.0,0.0,0.0,12071,normal
C_697299,营销：人人都需要的一门课,37,1.0,0.655650632739341,0.0,0.0,1.0,11401,normal
C_697306,应用信息论基础,69,1.0,0.655650632739341,1.0,0.0,0.0,1825,bad
C_697313,证券投资理论与实务,163,1.0,0.655650632739341,0.0,0.0,0.0,2630,normal
C_697334,Electricity & Magnetism,288,1.0,0.2227722772277227,0.0,0.0,0.0,268,bad
C_697367,室内花草栽培技术与装饰布景,65,1.0,0.844348879080756,0.0,0.0,1.0,1741,good
C_697375,动力学,125,1.0,0.0,0.0,0.0,1.0,2138,bad
C_697381,中国建筑史——史前至两宋辽金,68,8.0,0.655650632739341,2.0,2.0,4.0,16458,normal
C_697395,管理沟通,30,1.0,0.655650632739341,0.0,0.0,0.0,4612,normal
C_697401,人力资源管理,34,1.0,0.655650632739341,0.0,0.0,0.0,7327,normal
C_697398,u.lab 1x：向未来学习 引领系统创变,81,21.0,1.0,3.0,1.0,17.0,2745,good
C_697405,住宅精细化设计,45,1.0,0.655650632739341,0.0,0.0,0.0,25405,good
C_697407,u.lab 0x: 基于觉察的系统创变：感知和共创未来,21,1.0,0.9333333333333332,0.0,0.0,0.0,1724,good
C_697410,《统万城》导读,65,1.0,0.655650632739341,0.0,0.0,0.0,2092,normal
C_697423,花卉鉴赏,73,1.0,0.655650632739341,0.0,0.0,0.0,18868,normal
C_697425,AWS 云计算--Amazon ML 机器学习实战,6,1.0,0.655650632739341,0.0,0.0,0.0,346,bad
C_697429,创新思维与战略管理,30,37.0,0.7725488675866414,0.0,1.0,36.0,1157,good
C_697427,足球运动与科学,114,1.0,0.655650632739341,0.0,0.0,0.0,8872,normal
C_697422,MIT创业课,94,136.0,0.655650632739341,14.0,29.0,93.0,6944,good
C_697431,国际贸易学,60,1.0,0.655650632739341,0.0,0.0,0.0,1887,normal
C_697468,多元统计分析及R语言建模,48,1.0,0.655650632739341,0.0,0.0,0.0,2495,normal
C_697479,国际市场营销学,39,1.0,0.655650632739341,0.0,0.0,0.0,3962,normal
C_697493,好导游是怎样炼成的,42,1.0,0.655650632739341,0.0,0.0,0.0,931,bad
C_697496,电气控制系统装接与调试,152,1.0,0.655650632739341,0.0,0.0,0.0,2445,normal
C_697506,纺织技术管理,90,1.0,0.655650632739341,0.0,0.0,0.0,161,normal
C_697543,会计电算化,166,1.0,0.655650632739341,0.0,0.0,0.0,2861,normal
C_697556,高职实用综合英语,197,1.0,0.655650632739341,0.0,0.0,0.0,13170,good
C_697566,机械原理,79,2.0,0.7825076049266761,1.0,1.0,0.0,2735,good
C_697577,昆虫.意象.哲学,41,1.0,0.8,0.0,1.0,0.0,367,good
C_697584,化工单元过程与操作,119,1.0,0.655650632739341,0.0,0.0,0.0,783,normal
C_697619,工程经济学,73,1.0,0.655650632739341,0.0,0.0,0.0,2539,normal
C_697653,人类进化导论,216,1.0,0.655650632739341,0.0,0.0,0.0,488,normal
C_697677,运动训练学,261,1.0,0.655650632739341,0.0,0.0,0.0,3048,normal
C_697684,《论语》的智慧,46,19.0,0.8076681427173122,1.0,4.0,14.0,4030,good
C_697706,LabVIEW 基础课程,10,1.0,0.655650632739341,0.0,0.0,0.0,924,bad
C_697708,LabVIEW进阶课程,7,1.0,0.655650632739341,0.0,0.0,0.0,712,bad
C_697721,计算机操作系统,91,1.0,0.655650632739341,0.0,0.0,0.0,2174,normal
C_697729,大学生职业指导--就业指导,19,15.0,0.9,0.0,1.0,14.0,18625,good
C_697754,“案”说生活法律,39,1.0,0.655650632739341,0.0,0.0,0.0,857,bad
C_697757,插花艺术,34,1.0,0.655650632739341,0.0,0.0,0.0,2313,bad
C_697766,茶艺,59,1.0,0.8052820891105226,0.0,0.0,1.0,2112,good
C_697778,ARM微控制器与嵌入式系统,72,1.0,0.655650632739341,0.0,0.0,0.0,6193,normal
C_697797,Web前端攻城狮,157,1.0,0.655650632739341,0.0,0.0,0.0,16068,good
C_697802,财务分析与决策,96,1.0,0.655650632739341,0.0,0.0,0.0,2675,normal
C_697825,测试与检测技术基础,74,1.0,0.655650632739341,0.0,0.0,0.0,3519,normal
C_707013,结构力学（2）,170,1.0,0.7705071897107828,0.0,0.0,0.0,1914,good
C_707022,创业导引——与创业名家面对面,54,1.0,0.655650632739341,0.0,0.0,0.0,7179,normal
C_707025,大学历史与文化,97,1.0,0.655650632739341,0.0,0.0,0.0,11560,normal
C_696700,《资治通鉴》导读,91,28.0,0.655650632739341,0.0,23.0,5.0,55873,good
C_707032,文物精品与文化中国,218,1.0,0.655650632739341,0.0,0.0,0.0,13877,good
C_707037,艺术的启示,60,1.0,0.655650632739341,0.0,0.0,0.0,12735,normal
C_707038,有机化学,300,1.0,0.655650632739341,0.0,0.0,0.0,25751,good
C_707051,SQL SERVER数据库技术,148,1.0,0.655650632739341,0.0,0.0,0.0,2860,normal
C_707064,创业人力资源管理：如何招聘合适人才,12,1.0,0.655650632739341,0.0,0.0,0.0,42,bad
C_707073,国际金融学,78,1.0,0.655650632739341,0.0,0.0,0.0,4608,normal
C_707077,中国神话与民族精神传承,124,1.0,0.655650632739341,0.0,0.0,0.0,1174,normal
C_707079,马克思主义基本原理概论,92,114.0,0.552988890204111,0.0,0.0,114.0,3246,bad
C_707087,AI技能初体验-PaddlePaddle深度学习入门与实战（百度云智学院）,9,1.0,0.4736842105263157,0.0,0.0,0.0,401,bad
C_707089,中国民俗文化赏析,148,1.0,0.655650632739341,0.0,0.0,0.0,6122,normal
C_707096,e时代的新课堂——在线教育概论,62,1.0,0.655650632739341,0.0,0.0,0.0,5952,normal
C_707099,灭火战术,40,1.0,0.655650632739341,0.0,0.0,0.0,782,bad
C_707103,消防应急救援,34,1.0,0.4126483836004075,0.0,0.0,1.0,781,bad
C_707106,网页制作(HTML5+CSS3),65,1.0,0.655650632739341,0.0,0.0,0.0,153,bad
C_707107,软件工程,37,1.0,0.655650632739341,0.0,0.0,0.0,1367,bad
C_707109,理论力学（B）,43,1.0,0.5808847696559561,0.0,0.0,0.0,586,bad
C_707112,建筑材料,80,1.0,0.655650632739341,0.0,0.0,0.0,2440,normal
C_707119,中国建筑史——元明清与民居,62,1.0,0.655650632739341,0.0,0.0,0.0,20628,normal
C_707125,CS精英挑战营,9,1.0,0.655650632739341,0.0,0.0,0.0,113,bad
C_707126,综合英语,80,1.0,0.655650632739341,0.0,0.0,0.0,3959,normal
C_707127,心理统计,135,1.0,0.655650632739341,0.0,0.0,0.0,14017,normal
C_707358,传感器应用技术,89,1069.0,0.7212547866652601,0.0,265.0,804.0,3101,good
C_707360,无定河畔的家书记忆,40,1.0,0.655650632739341,0.0,0.0,0.0,9583,normal
C_707363,现代教育技术,80,1.0,0.655650632739341,0.0,0.0,0.0,4174,normal
C_707365,德国历史十二讲,43,1.0,0.8396416298478154,0.0,0.0,0.0,2288,good
C_707366,企业经营模拟,35,1.0,0.8166666666666667,0.0,0.0,0.0,1022,good
C_707369,消费者行为分析,41,1.0,0.655650632739341,0.0,0.0,0.0,1230,bad
C_707373,日本文化概论,78,1.0,0.4431137724550898,0.0,0.0,0.0,29316,bad
C_707379,计算机辅助设计,91,1.0,0.655650632739341,0.0,0.0,0.0,2450,normal
C_707381,计算机网络 Computer Networks,42,1.0,0.655650632739341,0.0,0.0,0.0,1174,bad
C_707456,数据库技术与程序设计,111,226.0,0.7232493632451092,0.0,15.0,211.0,21916,good
C_734019,工程图学,15,1.0,0.655650632739341,0.0,0.0,0.0,226,bad
C_734021,财务分析（双语课）,29,7.0,0.655650632739341,0.0,3.0,4.0,521,good
C_734023,计算思维导论,60,19.0,0.655650632739341,0.0,0.0,19.0,359,bad
C_734035,5G与人工智能,79,1.0,0.8349489052614053,0.0,0.0,0.0,7185,good
C_734037,宪法学,80,1.0,0.655650632739341,0.0,0.0,0.0,10323,normal
C_734041,学术英语读写与交流 ,39,1.0,0.655650632739341,0.0,0.0,0.0,1353,bad
C_734049,生物大数据,51,3.0,0.6349206349206349,0.0,1.0,2.0,850,good
C_734050,内脏学,29,1.0,0.5380434782608695,0.0,0.0,0.0,554,bad
C_734053,电路与电子技术,60,1.0,0.5578947368421052,0.0,0.0,0.0,85,bad
C_734059,思想道德修养与法律基础,45,1.0,0.655650632739341,0.0,0.0,0.0,1368,bad
C_734068,新媒体与社会治理,78,1.0,0.655650632739341,0.0,0.0,0.0,748,normal
C_735031,高等数学,211,1.0,0.655650632739341,0.0,0.0,0.0,17665,good
C_735033,医学微生物学,195,732.0,0.7739149400734766,6.0,657.0,69.0,3980,good
C_735042,网页设计与地图应用,141,3.0,0.816704072823664,0.0,0.0,3.0,1535,good
C_735049,程序设计基础,87,1.0,0.655650632739341,0.0,0.0,0.0,5050,normal
C_735051,运动生理学,78,4.0,0.771009675283924,0.0,3.0,1.0,593,good
C_735053,燃烧学,62,6.0,0.7090686274509803,0.0,0.0,6.0,521,normal
C_735054,大学生心理健康教育,70,1.0,0.655650632739341,0.0,0.0,0.0,28769,good
C_735056,海商法,118,2.0,0.655650632739341,0.0,2.0,0.0,587,good
C_735064,影视动画剧本创作,42,1.0,0.655650632739341,0.0,0.0,0.0,1393,bad
C_735066,英语电影与文化,93,1.0,0.655650632739341,0.0,0.0,0.0,5500,normal
C_735069,土力学,114,2.0,0.655650632739341,0.0,2.0,0.0,480,good
C_735081,进出口业务,84,1.0,0.655650632739341,0.0,0.0,0.0,1183,normal
C_735086,思想道德修养与法律基础,44,1.0,0.655650632739341,0.0,0.0,0.0,47,bad
C_735085,民族声乐进阶密码——石春轩子教学示范课堂,67,1.0,0.655650632739341,0.0,0.0,0.0,2875,normal
C_735089,风景园林设计与品读,34,1.0,0.655650632739341,0.0,0.0,0.0,1805,bad
C_735093,结构化学,79,1.0,0.6779411764705883,0.0,0.0,0.0,66,normal
C_735094,诺言——成为自己，是任何课之前的必修课,57,11.0,0.655650632739341,0.0,3.0,8.0,563,good
C_735102,微软人工智能 – 数据分析平台,5,1.0,0.655650632739341,0.0,0.0,0.0,302,bad
C_735097,Web安全实践,65,1.0,0.655650632739341,0.0,0.0,0.0,38,bad
C_735099,能源学术英语,78,1.0,0.6813420659255555,0.0,0.0,1.0,2668,normal
C_735101,从音乐到影像,62,1.0,0.655650632739341,0.0,0.0,0.0,1937,normal
C_735107,微软人工智能 – 深度学习框架和工具,15,3.0,0.655650632739341,0.0,0.0,3.0,697,bad
C_735110,微软人工智能 – 服务和API,9,1.0,0.655650632739341,0.0,0.0,0.0,145,bad
C_735111,道德与利益,34,1.0,0.655650632739341,0.0,0.0,0.0,2372,bad
C_735112,微软亚洲研究院人工智能前沿系列讲座,13,1.0,0.655650632739341,0.0,0.0,0.0,252,bad
C_735116,微软人工智能概览,2,1.0,0.655650632739341,0.0,0.0,0.0,274,bad
C_735115,市场营销学,44,841.0,0.7127244865684467,7.0,9.0,825.0,4742,normal
C_735118,国际贸易学,43,3.0,0.6006305114638448,0.0,0.0,3.0,927,bad
C_735120,AWS人工智能系列课程（进阶课程）,13,1.0,0.655650632739341,0.0,0.0,0.0,234,bad
C_735123,信号与线性系统,79,2.0,0.655650632739341,1.0,1.0,0.0,14088,normal
C_735129,电动力学（上）,76,2.0,0.655650632739341,2.0,0.0,0.0,3049,bad
C_735131,海上丝绸之路,64,2.0,0.655650632739341,1.0,1.0,0.0,363,bad
C_735130,大学计算机基础与应用,47,1.0,0.9204057581158818,1.0,0.0,0.0,1047,bad
C_735138,马克思主义基本原理（1）,90,673.0,0.6495306776556776,12.0,24.0,637.0,1905,normal
C_735143,军事理论,166,3.0,0.655650632739341,0.0,2.0,1.0,15132,good
C_735146,药事管理学,41,1.0,0.655650632739341,0.0,0.0,0.0,2073,bad
C_735149,大学法语,60,19.0,0.764625850340136,2.0,3.0,14.0,3742,good
C_735151,机械设计,63,1.0,0.655650632739341,0.0,0.0,0.0,61,bad
C_735156,漫画说营销,21,1.0,0.655650632739341,0.0,0.0,0.0,302,bad
C_735155,冰魂雪魄——你的冬奥会观赛指南,20,4.0,0.6630081300813008,2.0,0.0,2.0,11483,bad
C_735153,微观经济学,44,6.0,0.655650632739341,0.0,4.0,2.0,1697,good
C_735168,工程材料基础,41,3.0,1.0,0.0,2.0,1.0,306,good
C_735175,现代图像分析,114,9.0,0.7579074735483526,0.0,2.0,7.0,11498,good
C_735186,单片机原理及应用,49,5.0,0.4132252901160465,4.0,0.0,1.0,872,bad
C_735183,工程制图,100,3.0,0.655650632739341,0.0,2.0,1.0,2263,good
C_735194,暖通空调,43,6.0,0.655650632739341,0.0,1.0,5.0,1314,good
C_735197,机械设计基础,86,11.0,0.8407318316407614,0.0,5.0,6.0,7760,good
C_735203,西方现代艺术赏析,69,1.0,0.655650632739341,0.0,0.0,0.0,1294,normal
C_735210,大学物理-电磁学（英文授课）,76,1.0,0.655650632739341,0.0,0.0,0.0,9949,normal
C_735214,互联网创新与创业,40,2484.0,0.6591577853132563,6.0,47.0,2431.0,24049,good
C_735226,跨文化交际,70,4.0,0.6902568410266178,0.0,0.0,4.0,801,normal
C_735241,公司金融学,47,5.0,0.7133893809570591,1.0,1.0,3.0,5660,normal
C_735239,小白学人工智能,83,34.0,0.8200124419489528,2.0,2.0,30.0,12848,good
C_735243,计量经济学,49,1.0,0.5940170940170939,0.0,0.0,0.0,1890,bad
C_735242,机械制图,85,1.0,0.655650632739341,0.0,1.0,0.0,1927,good
C_735244,日语与日本文化进阶,65,2.0,0.655650632739341,0.0,0.0,2.0,17541,normal
C_735251,新闻摄影,35,1.0,0.8611790271122026,0.0,0.0,0.0,2620,good
C_735253,建筑工程施工,45,223.0,0.655650632739341,0.0,9.0,214.0,7459,normal
C_735259,毛泽东思想和中国特色社会主义理论体系概论,107,8889.0,0.719445454493942,12.0,74.0,8803.0,11802,good
C_735261,安卓手机软件拼图式开发App   Inventor,45,1.0,0.655650632739341,0.0,0.0,0.0,580,bad
C_735267,工程项目管理与实务,26,9.0,0.655650632739341,2.0,5.0,2.0,1815,good
C_735269,飞机飞行动力学,115,2.0,0.6980503113934724,0.0,1.0,1.0,13138,good
C_735273,计量经济学,74,11.0,0.655650632739341,6.0,1.0,4.0,7838,bad
C_735283,EXCEL高级应用,71,213.0,0.684044941382103,3.0,7.0,203.0,4063,normal
C_735288,生死学,37,17.0,0.655650632739341,0.0,1.0,16.0,4126,normal
C_735290,有机化学,126,85.0,0.655650632739341,4.0,1.0,80.0,1831,bad
C_735296,摄影基础,58,490.0,0.6725946417807144,8.0,414.0,68.0,2729,good
C_735305,当代蒙古族题材文学作品诵读,58,1.0,0.655650632739341,0.0,0.0,0.0,180,bad
C_735306,人体解剖生理学,182,2020.0,0.7640418597691523,7.0,49.0,1964.0,918,good
C_735310,材料力学,118,7.0,0.655650632739341,1.0,3.0,3.0,2365,good
C_735308,企业管理仿真实训,52,23.0,0.7929809190335506,0.0,9.0,14.0,2729,good
C_735317,力学,271,1.0,0.655650632739341,0.0,0.0,1.0,5905,good
C_735325,建筑施工技术,133,133.0,0.655650632739341,2.0,20.0,111.0,4043,good
C_735324,学会沟通，好好“说话”,28,119.0,0.655650632739341,7.0,48.0,64.0,4034,good
C_735321,建筑室内热环境模拟及应用,88,7.0,0.0,2.0,1.0,4.0,6106,bad
C_735326,走进海洋,12,1.0,0.655650632739341,0.0,0.0,0.0,238,bad
C_735336,现代企业管理：理念、方法和工具,47,3951.0,0.68348278014405,9.0,16.0,3926.0,7064,normal
C_735338,中华茶艺呈现,65,103.0,0.8459678216244468,3.0,43.0,57.0,3389,good
C_735341,形势与政策,57,5.0,0.655650632739341,1.0,4.0,0.0,3612,good
C_735343,中华文化通识教程,59,1.0,0.875,0.0,1.0,0.0,481,good
C_735342,经济学原理（微观部分）,99,1273.0,0.7339133557756409,22.0,56.0,1195.0,24391,good
C_735345,数学实验,82,1.0,0.655650632739341,0.0,0.0,0.0,78,normal
C_735348,环境类专业野外实习与实践,33,1.0,0.655650632739341,0.0,0.0,0.0,474,bad
C_735351,积极心理学（上）厚德载物篇,47,115.0,0.655650632739341,7.0,32.0,76.0,45079,good
C_735357,编译技术,59,1.0,0.6111111111111112,0.0,0.0,0.0,386,bad
C_735361,数学实验,44,1.0,0.698889533883729,0.0,1.0,0.0,4565,good
C_735364,军事理论,61,9591.0,0.8557472147899166,4.0,42.0,9545.0,5715,good
C_735371,商业银行经营管理学,19,1.0,0.655650632739341,0.0,0.0,0.0,112,bad
C_735373,高等化工热力学（下）,32,1.0,0.655650632739341,0.0,0.0,0.0,2987,bad
C_735377,通用学术英语（技能篇）,52,1.0,0.655650632739341,0.0,0.0,0.0,1240,bad
C_735378,高等化工热力学（上）,68,5.0,0.655650632739341,0.0,4.0,1.0,4631,good
C_735381,教育政策与法律,6,195.0,0.655650632739341,2.0,0.0,193.0,1694,bad
C_735385,大学物理——力学与热学,213,175.0,0.667740786373888,11.0,12.0,152.0,9802,good
C_735389,创新土地再开发：土地整备（自主模式）,78,5.0,0.5964912280701754,0.0,2.0,3.0,1454,good
C_735394,2017第四届全国虚拟仪器大赛赛前培训,33,1.0,0.655650632739341,0.0,0.0,0.0,340,bad
C_735397,工程制图,88,1.0,0.655650632739341,0.0,0.0,0.0,51,normal
C_735401,AP*备考——生物学，第三部分：演化和多样性,53,1.0,0.655650632739341,0.0,0.0,0.0,114,bad
C_735405,货币金融学,95,23.0,0.655650632739341,3.0,5.0,15.0,21994,good
C_735419,简明有机化学（先修课）,175,1.0,1.0,0.0,0.0,0.0,2982,good
C_735431,工程制图基础,55,2.0,0.655650632739341,1.0,0.0,1.0,912,bad
C_735436,技术经济学,65,1.0,0.655650632739341,0.0,0.0,0.0,1148,normal
C_735450,微观经济学(2018秋),54,1.0,0.655650632739341,0.0,0.0,0.0,318,bad
C_736530,创业学,43,7.0,0.8946969696969697,0.0,4.0,3.0,1074,good
C_737492,微生物学,60,10.0,0.8037620165861269,0.0,7.0,3.0,1199,good
C_737493,影视导演艺术,38,33.0,0.0,1.0,9.0,23.0,1833,bad
C_737499,大学语文,44,1.0,0.655650632739341,0.0,0.0,0.0,1015,bad
C_737512,财务分析与估值,50,1.0,0.655650632739341,0.0,0.0,0.0,5272,normal
C_737592,创业管理四季歌：艺术思维与技术行动,65,718.0,0.8005097255518605,3.0,48.0,667.0,8920,good
C_746960,琴童家长必修课,5,4.0,0.655650632739341,0.0,2.0,2.0,693,good
C_746983,Structural Mechanics,108,1.0,0.6265718400058029,0.0,0.0,0.0,13086,normal
C_746985,设计的人因与文化,66,1.0,0.655650632739341,0.0,0.0,0.0,6943,normal
C_746997,模拟电子技术基础(基础部分),213,64.0,0.6664680244865514,7.0,10.0,47.0,26335,good
C_747044,环境核算与管理,25,1.0,0.655650632739341,0.0,0.0,0.0,322,bad
C_747047,大学计算机——计算思维的视角,119,15.0,0.7435936184120681,0.0,2.0,13.0,2964,good
C_747262,计算几何,490,1.0,0.655650632739341,0.0,0.0,0.0,224,good
C_747271,中国税制,64,301.0,0.655650632739341,0.0,3.0,298.0,2265,normal
C_747273,魔“方”作文——大学英文写作,46,1102.0,0.655650632739341,12.0,940.0,150.0,9212,good
C_747681,奇妙的动物世界,30,1.0,0.655650632739341,0.0,0.0,0.0,628,bad
C_747690,环境设计专业导论,46,59.0,0.655650632739341,7.0,5.0,47.0,2045,bad
C_747696,口译与听力,94,142.0,0.655650632739341,5.0,89.0,48.0,4219,good
C_747718,政府会计,61,1443.0,0.6874164573678128,12.0,899.0,532.0,3470,good
C_679148,大学物理实验,29,1.0,0.655650632739341,0.0,0.0,0.0,6074,normal
C_749652,配送与配送中心,64,1.0,0.655650632739341,0.0,0.0,0.0,1667,normal
C_749756,设计艺术史,114,1.0,0.655650632739341,0.0,0.0,0.0,2935,normal
C_749769,知识产权法律及实务,78,12.0,0.655650632739341,1.0,6.0,5.0,7898,good
C_749807,大学计算机基础,111,245.0,0.7546435574607707,16.0,56.0,173.0,27065,good
C_679390,中国传统装饰,131,30.0,0.655650632739341,1.0,14.0,15.0,32797,good
C_733993,房屋建筑学,40,1.0,0.655650632739341,0.0,0.0,0.0,3733,normal
C_754897,楚国历史与文化,99,3.0,0.655650632739341,0.0,1.0,2.0,1081,good
C_754135,人工智能与创业智慧,84,30.0,0.7877597532142756,0.0,1.0,29.0,16670,good
C_756591,家具设计,89,1.0,0.655650632739341,0.0,1.0,0.0,1028,good
C_756594,操作系统,55,96.0,0.655650632739341,8.0,72.0,16.0,4361,good
C_756636,软件工程,57,1.0,0.8121116653374717,0.0,0.0,1.0,1017,good
C_756671,液晶显示技术,93,1.0,0.6111111111111112,0.0,0.0,0.0,1007,bad
C_756690,国际贸易实务,142,3.0,0.8901883355935335,0.0,0.0,3.0,2417,good
C_756665,建设工程招投标与合同管理,138,89.0,0.7477587142012355,2.0,56.0,31.0,14258,good
C_756700,Elements of Structures,152,1.0,0.9473684210526316,0.0,1.0,0.0,674,good
C_756717,神奇的材料世界,71,1.0,0.655650632739341,0.0,0.0,0.0,1063,normal
C_756736,新理念英语（English For You）（2019春）,167,2.0,0.7219382964453386,0.0,1.0,1.0,1146,good
C_756747,城市规划原理,46,1.0,0.655650632739341,0.0,0.0,0.0,12673,normal
C_758183,大学化学Ⅰ,65,1.0,0.655650632739341,0.0,0.0,0.0,10030,normal
C_758190,职场“法”则,56,3171.0,0.8339844992666258,4.0,189.0,2978.0,11160,good
C_758194,安全学原理,60,133.0,0.4348670779398333,0.0,27.0,106.0,1234,bad
C_758198,职场通识英语视听说,68,1.0,0.655650632739341,0.0,0.0,0.0,288,bad
C_758201,陕北民歌解析与演唱,53,459.0,0.7941635846328845,9.0,270.0,180.0,1606,good
C_758204,西方哲学经典赏析,59,1.0,0.655650632739341,0.0,0.0,1.0,772,bad
C_758207,土壤地理学,124,1.0,0.655650632739341,0.0,0.0,0.0,2343,normal
C_758208,语文·听说,81,8.0,0.655650632739341,1.0,3.0,4.0,11988,good
C_758221,食品化学,99,1.0,0.655650632739341,0.0,0.0,0.0,11065,normal
C_758222,摄像技术,68,17.0,0.5385449735449737,0.0,8.0,9.0,1490,good
C_758886,贸易实务英语,141,29.0,0.7746255570360374,1.0,3.0,25.0,2364,good
C_758898,C程序设计案例教程（进阶）,84,7.0,0.778948416465232,2.0,1.0,4.0,2935,bad
C_758928,PHP程序设计,161,150.0,0.7515499184165948,6.0,69.0,75.0,2134,good
C_758961,会计信息系统（作废）,162,1.0,0.655650632739341,0.0,0.0,0.0,37,normal
C_758997,汽车保养作业标准与流程,139,74.0,0.9368415318706814,12.0,42.0,20.0,1992,good
C_759007,文献学概论,57,1.0,0.8413438256658595,0.0,0.0,1.0,650,good
C_759037,微积分1（Calculus I）,51,1.0,0.655650632739341,0.0,0.0,0.0,2490,normal
C_763992,物流管理,49,28.0,0.655650632739341,0.0,1.0,27.0,2579,normal
C_766037,现代物流作业方案设计与实施,111,130.0,0.655650632739341,3.0,64.0,63.0,3485,good
C_766175,悦调悦美-餐饮酒水知识,95,11.0,0.7293859821532122,0.0,2.0,9.0,1455,good
C_769264,物理化学实验,62,43.0,0.655650632739341,2.0,18.0,23.0,1349,good
C_769273,马克思主义基本原理概论,142,238.0,0.7852941587094914,10.0,18.0,210.0,3096,good
C_769293,数据结构(上),511,1.0,0.655650632739341,0.0,0.0,0.0,2383,good
C_769301,医务专科医学概论,83,6.0,0.655650632739341,0.0,2.0,4.0,8537,good
C_770768,结构力学（3）,153,1.0,0.655650632739341,0.0,0.0,0.0,1056,normal
C_770751,Linux导论,93,1.0,0.5442805159615214,0.0,0.0,0.0,2433,bad
C_770766,英美音乐与文化,532,18.0,0.7578474765974765,0.0,1.0,17.0,1291,good
C_773953,焙烤食品加工技术,65,7.0,0.655650632739341,0.0,1.0,6.0,1170,good
C_773985,化学概论,69,1.0,0.4844934066632181,0.0,0.0,0.0,19480,bad
C_707083,大学计算机基础,752,46.0,0.6880846532405904,1.0,11.0,34.0,4759,good
C_774889,女大学生个人提升与职业发展,32,1.0,0.655650632739341,0.0,0.0,0.0,903,bad
C_776850,二十四式太极拳,21,2.0,0.655650632739341,0.0,1.0,1.0,6491,good
C_777194,经济数学,372,296.0,0.655650632739341,19.0,13.0,264.0,3456,good
C_780629,Python语言程序设计,134,1.0,0.655650632739341,0.0,0.0,1.0,6819,normal
C_780686,用友ERP-U8 V10.1实战,50,1.0,0.655650632739341,0.0,0.0,1.0,796,bad
C_780844,电子政务,80,1.0,0.655650632739341,0.0,0.0,0.0,448,normal
C_781471,Innovation and Creative Thinking （创新与创意思维）,25,1.0,0.655650632739341,0.0,1.0,0.0,1313,good
C_781494,通过实验学电路,96,2.0,0.655650632739341,0.0,0.0,2.0,15301,normal
C_781627,环境与可持续发展,62,30.0,0.7411524759428982,1.0,3.0,26.0,1292,good
C_782490,微积分（先修课）,130,7.0,0.655650632739341,2.0,2.0,3.0,17445,normal
C_782508,地质学与工程地质,94,1.0,0.655650632739341,0.0,0.0,0.0,40,normal
C_782555,模拟电子技术基础(应用部分),88,2.0,0.5960157595610566,1.0,0.0,1.0,10585,bad
C_784069,高等数学先修课,56,31.0,0.7092589655738563,7.0,9.0,15.0,3840,good
C_784155,计算思维导论,264,21.0,0.655650632739341,0.0,15.0,6.0,1787,good
C_784161,管理沟通,67,747.0,0.950343438268448,6.0,42.0,699.0,7191,good
C_784172,C语言程序设计（上）,114,9.0,0.655650632739341,0.0,2.0,7.0,13114,good
